headbreadth,headcircumference,headlength,tragiontopofhead
145,544,181,127
152,588,200,127
152,565,193,130
149,580,196,133
134,520,179,111
145,566,197,127
152,588,197,131
152,545,187,125
147,563,198,120
137,549,183,122
144,585,196,133
138,535,180,124
150,558,189,126
146,571,197,133
144,563,196,120
147,592,201,130
139,537,187,127
138,558,193,125
154,600,204,134
154,578,189,133
145,580,194,126
147,570,183,120
152,566,191,126
147,563,190,127
152,564,187,131
144,557,194,131
145,534,183,109
144,556,192,115
147,562,183,127
149,570,194,127
138,556,179,125
149,568,189,127
141,537,184,117
154,588,198,130
158,578,198,120
144,565,188,128
155,541,168,121
142,552,185,131
144,577,197,129
145,564,191,127
149,575,198,133
152,570,187,122
152,537,182,131
149,567,187,125
144,547,185,122
144,553,192,117
150,572,197,130
152,568,184,128
154,554,183,117
145,597,206,124
155,577,195,135
144,557,192,133
153,593,199,124
144,567,192,132
145,538,184,107
146,568,194,131
150,536,181,125
150,568,197,139
151,558,192,127
145,530,174,119
145,565,189,133
146,555,189,132
144,547,186,126
148,556,194,127
150,611,205,119
146,574,193,134
138,547,188,122
158,552,189,134
147,567,189,127
147,527,175,127
155,551,187,137
149,547,183,133
153,557,186,134
145,572,206,137
147,548,185,134
147,556,190,131
149,574,190,127
146,560,190,120
147,562,192,131
153,580,199,130
147,567,194,134
144,548,192,130
145,552,192,137
153,576,197,140
148,575,193,125
142,523,183,127
146,565,194,127
147,582,191,128
143,546,197,114
150,547,187,118
147,531,177,124
140,539,189,121
141,560,191,123
149,569,194,127
154,554,181,129
154,587,206,137
151,569,180,140
154,575,193,131
144,542,177,118
138,555,193,121
140,563,183,131
152,587,200,126
151,577,184,133
146,527,175,118
145,544,193,121
145,555,189,122
149,571,192,138
139,554,194,138
154,585,206,140
146,557,187,122
147,578,200,137
149,527,173,128
150,573,189,131
142,563,190,124
146,591,200,132
154,594,205,135
147,538,178,113
150,567,194,130
142,541,183,125
145,548,188,128
161,551,185,133
152,577,183,135
143,533,187,122
144,549,185,127
156,597,199,129
150,577,199,139
155,562,189,131
144,539,182,127
150,595,204,133
143,569,197,121
141,544,187,120
131,523,187,118
150,553,181,131
144,590,194,124
145,555,194,120
150,555,189,118
149,545,183,127
144,554,178,124
143,634,214,142
145,558,193,117
151,585,205,133
148,562,196,125
157,558,184,136
145,583,194,130
139,521,179,127
150,559,195,129
160,587,191,123
167,581,186,130
142,537,182,126
143,543,187,125
141,526,183,123
143,555,196,126
147,550,193,127
148,572,197,133
147,525,177,122
152,587,201,138
150,556,189,134
152,578,195,132
157,583,198,131
137,518,181,120
141,567,187,123
150,574,196,127
152,574,199,134
144,550,191,132
152,561,192,139
146,587,192,121
153,574,186,129
146,575,190,124
147,568,191,131
149,570,181,134
153,577,194,129
156,610,196,139
145,566,191,123
144,550,192,127
143,550,184,119
144,544,184,113
148,538,178,127
144,550,184,121
143,544,177,122
151,566,194,137
144,547,189,121
149,578,196,133
143,564,192,121
154,555,190,137
157,607,201,138
147,582,207,130
144,538,184,130
147,564,196,122
150,558,188,127
145,564,197,132
144,525,173,116
148,560,194,126
153,577,194,126
150,544,177,125
155,595,193,147
144,564,196,129
146,562,193,133
142,524,182,129
142,542,185,128
148,570,198,145
148,555,190,131
153,543,180,131
157,555,180,129
139,527,184,123
145,583,185,137
153,552,187,132
147,579,202,131
142,546,190,121
139,531,180,123
142,554,192,123
161,595,194,137
152,518,168,118
151,572,195,133
149,557,194,124
143,547,194,128
146,554,194,124
149,557,196,135
145,554,195,134
146,577,189,132
149,554,188,131
154,570,189,126
138,531,183,130
149,588,198,138
149,610,193,138
144,557,195,131
152,588,202,132
139,551,189,129
158,547,182,138
152,556,188,125
140,568,185,125
145,541,184,131
143,555,191,134
148,576,199,126
151,564,190,132
158,550,179,131
156,554,182,134
155,589,199,129
152,540,169,128
149,561,190,129
141,557,192,123
148,547,187,135
145,546,190,131
146,570,198,134
144,580,184,135
153,548,184,135
156,602,195,137
154,594,198,132
151,561,194,131
151,574,196,138
149,568,192,118
146,568,197,131
146,547,183,132
150,557,188,131
159,601,202,133
152,567,191,127
151,586,200,138
153,551,181,133
157,593,188,140
151,550,188,128
143,598,198,129
152,580,190,126
146,588,198,133
150,535,175,128
152,562,193,135
149,554,185,131
143,549,187,124
157,565,190,134
145,580,201,130
147,559,189,134
154,598,201,139
149,562,199,131
148,552,194,132
152,548,185,126
148,557,193,123
150,565,195,122
144,534,184,129
143,552,185,138
143,553,197,127
145,525,180,132
137,553,180,122
145,557,184,139
148,549,184,127
155,590,198,137
152,583,192,129
151,579,205,136
146,553,190,128
141,557,195,139
149,558,193,136
143,557,199,128
160,603,215,135
154,588,196,141
150,593,203,129
143,577,195,129
148,580,195,138
155,590,201,135
149,567,196,134
147,588,196,127
151,571,194,132
159,599,196,135
154,569,187,129
150,602,206,135
153,565,192,128
150,560,193,127
143,549,195,129
151,606,207,137
136,516,177,126
144,552,189,120
146,565,197,128
144,550,195,129
151,542,179,131
156,577,198,130
148,554,188,120
144,591,188,127
148,549,183,131
153,568,193,137
141,533,180,121
145,570,200,136
155,592,192,127
144,557,189,124
142,540,184,126
153,571,193,124
153,603,196,140
150,575,196,130
145,542,192,129
142,557,179,126
148,589,203,125
147,568,195,127
148,556,187,132
154,578,193,133
148,565,196,138
145,555,188,127
144,540,185,129
151,561,194,132
148,548,188,133
148,533,180,129
145,550,190,129
153,581,198,128
159,554,185,137
151,559,187,134
150,565,187,133
143,562,189,123
147,598,211,130
143,554,191,128
145,588,180,139
143,575,193,127
148,557,183,132
148,583,196,125
145,543,185,122
155,585,195,124
150,560,190,133
146,578,190,125
145,574,184,129
150,585,196,139
146,567,199,134
151,567,191,128
146,541,184,129
142,553,192,126
143,535,182,125
166,619,207,143
148,526,178,130
149,553,191,118
147,558,195,116
140,517,175,110
153,555,187,119
144,545,185,119
147,550,187,123
144,569,192,122
148,548,187,131
143,536,185,123
145,544,183,107
143,530,179,106
151,580,205,134
148,538,180,118
141,535,183,122
147,555,186,122
147,542,184,133
148,578,197,127
145,575,198,127
150,582,202,128
146,570,194,131
145,537,185,129
147,553,190,124
138,532,188,121
137,531,184,119
147,554,189,119
145,553,193,120
140,568,200,130
144,546,187,117
143,525,180,117
160,555,180,123
158,575,199,137
150,553,186,123
148,589,188,121
144,564,195,133
137,527,183,122
141,532,180,124
144,537,180,125
154,595,198,139
148,550,186,128
150,592,195,140
147,545,188,121
148,552,196,120
148,560,193,129
140,535,176,131
149,544,185,123
146,541,186,128
143,562,193,128
150,542,185,116
145,542,183,129
148,565,190,120
148,578,194,122
150,542,182,117
155,557,184,126
155,577,196,148
154,570,198,126
139,564,190,133
148,550,186,121
159,600,199,130
155,557,187,129
142,536,185,117
150,562,193,123
160,582,190,130
146,527,178,131
154,553,187,131
149,548,186,132
142,547,188,131
145,535,181,118
148,560,191,131
143,547,182,122
145,573,195,122
146,570,199,132
143,543,183,129
150,560,193,115
146,543,184,124
141,549,187,129
149,550,188,125
146,560,196,126
140,538,183,130
147,538,178,135
139,517,173,123
150,542,180,130
153,573,196,138
145,545,193,124
150,550,189,113
144,554,187,128
143,555,196,118
147,542,185,122
143,546,191,118
142,530,182,113
140,552,202,126
143,549,193,119
146,534,177,131
152,539,182,127
151,576,196,132
149,537,179,128
152,561,196,127
148,553,187,129
144,565,185,118
154,575,195,122
150,602,190,131
144,538,182,117
145,605,192,131
151,538,182,123
153,577,193,124
153,605,202,128
150,544,181,130
143,558,190,124
138,563,197,128
146,571,192,129
140,570,188,120
149,546,184,132
147,539,182,112
140,555,187,125
155,530,170,129
150,568,190,129
136,523,181,112
150,570,189,133
153,570,193,132
144,550,185,131
148,552,185,134
149,568,196,142
148,563,193,119
143,538,180,118
143,546,179,120
160,553,173,126
150,540,180,125
150,559,187,125
150,556,190,130
153,550,182,119
150,544,183,118
141,538,186,125
158,552,182,131
151,543,177,125
155,574,195,132
152,585,191,118
150,577,185,122
143,577,200,123
144,557,193,126
137,507,177,121
153,563,192,129
149,543,177,115
153,577,194,120
145,547,183,120
139,550,183,116
152,580,195,121
155,589,202,120
148,548,187,129
148,560,193,121
145,554,190,127
147,573,192,130
141,555,189,127
141,502,169,122
153,568,193,128
145,571,195,132
151,582,200,130
146,529,178,122
142,558,185,121
152,561,191,117
143,579,192,133
147,569,193,125
156,575,194,131
145,525,178,124
145,551,188,122
149,550,186,126
141,541,183,125
145,537,179,123
147,552,189,130
148,563,195,129
149,560,190,129
153,595,198,138
136,528,183,108
147,563,185,127
157,553,178,131
148,580,201,129
150,560,195,127
145,553,181,129
147,560,188,117
148,581,200,129
153,580,196,134
155,577,185,127
141,558,195,122
152,583,197,127
135,558,193,120
145,559,188,127
155,592,203,126
141,557,190,116
145,559,193,123
155,577,197,128
153,573,193,127
137,565,202,130
141,530,184,128
148,552,187,125
144,534,183,115
145,550,188,120
146,547,180,125
147,562,191,125
152,556,188,131
145,547,183,117
151,580,190,122
152,575,197,127
152,575,199,132
155,571,191,130
141,537,186,121
151,560,185,127
148,540,183,129
145,535,183,129
144,558,196,123
148,538,180,126
144,560,193,119
152,576,194,128
155,542,179,120
145,531,178,122
159,558,180,132
145,540,184,125
138,520,170,115
151,540,177,125
150,565,190,127
140,562,185,121
150,595,204,136
158,588,200,142
146,573,188,126
155,581,198,133
155,610,205,133
148,568,192,125
145,557,178,131
146,584,196,127
138,543,187,119
147,568,202,131
148,547,181,132
145,560,193,133
145,547,190,129
143,539,183,117
143,560,187,130
149,546,186,135
146,548,183,122
147,550,191,111
142,538,183,116
150,575,194,122
147,548,182,128
137,543,190,127
152,557,184,129
151,567,195,127
143,543,191,126
140,535,186,123
153,550,178,119
148,565,195,118
145,557,190,132
139,534,186,118
142,574,187,130
148,573,195,123
148,571,195,119
151,590,189,133
143,535,185,117
148,543,184,121
148,567,193,123
156,534,172,127
147,572,199,125
148,556,182,122
160,554,177,130
152,531,177,120
143,545,188,120
150,570,192,133
152,575,200,141
153,551,189,122
142,541,186,125
140,554,183,125
157,559,186,117
155,575,196,132
140,535,183,120
145,555,185,134
147,545,190,125
145,554,194,124
150,600,200,126
155,572,179,127
141,562,189,130
146,551,182,114
145,528,180,125
146,573,186,124
155,601,205,130
162,596,190,135
155,548,181,129
143,555,188,115
147,577,193,123
150,575,195,121
146,580,197,122
148,550,190,114
145,549,190,131
145,563,195,123
152,597,202,132
147,541,185,127
145,516,173,125
147,528,173,107
149,573,189,125
147,563,188,130
144,569,191,131
145,546,184,116
148,559,195,123
148,539,181,120
148,575,198,128
155,552,188,132
156,580,196,118
148,585,200,119
150,535,181,126
153,558,190,125
151,561,195,123
148,580,200,119
141,540,184,115
156,580,189,130
150,568,194,126
151,550,189,124
145,565,196,123
148,590,198,133
146,538,178,123
150,547,180,126
140,546,188,127
143,563,195,112
146,550,186,121
148,543,183,115
144,530,179,122
143,553,193,120
148,555,190,125
148,570,195,127
143,547,183,114
148,542,183,111
143,538,184,122
144,523,179,112
141,550,188,123
145,546,180,122
144,556,193,123
149,557,188,132
150,548,186,122
150,540,181,124
145,560,194,127
152,595,199,133
147,550,192,120
144,540,179,126
148,548,188,121
153,586,195,134
143,530,182,115
147,550,186,128
151,556,188,117
147,542,184,123
156,570,195,130
151,539,176,120
150,553,184,128
143,546,186,125
143,533,183,120
146,575,195,130
147,556,191,126
147,566,191,131
144,531,182,122
143,542,183,131
150,565,190,130
147,552,191,118
151,565,192,130
149,558,196,123
151,558,185,124
145,553,186,135
157,555,180,121
137,536,183,120
147,560,186,110
155,555,188,121
135,500,168,110
154,572,194,132
150,572,192,118
143,555,196,127
146,543,184,124
150,567,190,128
152,586,193,122
152,582,193,132
151,574,191,124
147,557,189,128
142,538,185,128
142,538,183,114
151,554,176,122
138,519,171,127
140,537,184,117
147,529,174,120
148,560,192,117
142,531,177,120
145,548,187,118
141,520,177,126
154,540,170,120
149,550,188,126
146,544,181,122
140,595,199,120
152,556,188,129
145,525,181,122
154,549,182,130
140,573,191,133
145,568,191,112
144,538,181,126
151,580,190,131
144,580,195,119
144,540,187,127
141,565,192,128
146,557,187,127
149,569,187,126
152,590,194,127
159,574,195,135
145,557,191,123
143,543,185,128
151,549,190,125
138,543,190,121
153,594,202,123
143,540,184,119
150,566,190,132
150,544,177,121
155,606,205,130
155,605,194,135
155,573,198,127
142,526,181,116
155,556,182,134
153,587,191,131
148,568,192,127
153,574,183,113
148,540,184,139
160,586,193,121
148,562,191,123
145,545,185,115
149,540,186,123
147,573,193,128
139,540,189,127
140,538,187,123
150,539,178,124
152,555,188,127
144,554,191,114
148,595,188,129
142,539,182,123
148,546,178,126
147,575,203,140
150,553,197,119
153,550,180,124
148,532,173,124
147,543,183,123
157,543,174,132
154,589,196,128
144,540,188,117
150,570,196,137
146,565,189,116
148,586,196,110
149,564,194,133
152,579,202,134
144,547,184,117
149,575,194,134
141,572,198,133
140,545,189,127
155,536,171,130
153,558,188,128
155,568,192,129
147,537,181,117
156,570,192,132
151,561,192,125
141,518,177,123
145,542,186,127
153,577,196,145
154,559,186,135
155,608,195,132
150,550,181,122
145,547,188,121
141,541,188,121
143,538,183,128
148,543,179,129
156,540,178,131
146,539,179,131
140,530,180,124
132,523,182,124
155,547,178,123
151,582,205,136
160,570,186,131
144,559,190,127
149,558,186,135
148,561,189,130
