stature_m,buttockheight,waistdepth,span,waistcircumference,shouldercircumference,footlength,handlength,functionalleglength,chestheight,chestcircumference,cervicaleheight,sittingheight
1.771,895,281,1815,1065,1167,259,188,1133,1315,1116,1544,937
1.8,932,219,1865,798,1153,279,200,1170,1320,1009,1551,908
1.783,903,235,1820,980,1251,272,197,1176,1316,1174,1559,891
1.756,848,266,1726,1044,1231,260,190,1124,1288,1094,1514,934
1.722,858,218,1762,876,1146,273,188,1122,1272,972,1488,903
1.761,911,231,1796,957,1216,283,188,1176,1304,1078,1515,890
1.85,903,198,1876,830,1166,283,208,1159,1349,990,1585,987
1.816,913,222,1855,895,1166,261,195,1183,1364,1043,1585,945
1.772,877,230,1841,933,1237,280,192,1126,1295,1109,1524,949
1.735,868,190,1805,784,1089,269,190,1120,1285,908,1485,911
1.705,815,217,1740,840,1132,276,189,1101,1257,1042,1459,891
1.803,941,246,1833,973,1162,276,201,1181,1351,1018,1552,928
1.75,853,184,1790,815,1133,261,187,1147,1293,949,1508,927
1.777,934,292,1868,1112,1250,298,203,1185,1355,1167,1546,898
1.759,868,257,1776,1022,1211,261,186,1118,1281,1120,1518,943
1.787,905,226,1780,896,1168,280,197,1167,1336,1094,1533,921
1.766,912,280,1802,1076,1214,274,192,1120,1320,1123,1537,914
1.762,937,175,1799,720,1047,273,197,1161,1316,888,1525,895
1.688,844,240,1674,921,1100,257,178,1107,1228,988,1458,909
1.85,958,202,1883,813,1168,280,196,1253,1395,991,1594,954
1.764,939,210,1891,821,1147,288,205,1162,1326,976,1526,907
1.798,899,237,1789,935,1199,277,195,1122,1320,1037,1558,984
1.678,834,206,1697,897,1142,252,182,1082,1246,1062,1433,878
1.738,875,268,1831,1028,1277,268,195,1175,1299,1175,1497,880
1.739,859,250,1784,958,1165,253,184,1155,1270,1018,1501,900
1.577,806,179,1599,735,1025,237,167,1020,1172,858,1362,842
1.707,894,194,1836,823,1126,260,187,1126,1266,993,1480,867
1.863,922,264,1894,1018,1196,293,203,1204,1378,1109,1603,988
1.82,946,197,1872,867,1082,278,202,1168,1348,949,1570,919
1.816,912,231,1811,938,1205,280,200,1161,1344,1092,1577,964
1.856,931,256,1885,1011,1188,282,193,1210,1328,1112,1600,962
1.806,964,243,1853,916,1180,287,205,1197,1355,1038,1569,935
1.934,1029,251,2032,1000,1225,286,206,1274,1432,1112,1681,948
1.774,913,185,1763,777,1116,257,183,1134,1323,945,1532,943
1.8,953,242,1858,984,1267,293,199,1215,1322,1126,1576,924
1.673,861,203,1709,820,1119,261,178,1116,1232,977,1439,872
1.944,1074,265,2121,980,1341,323,239,1268,1450,1151,1707,946
1.841,959,229,1870,941,1210,263,190,1183,1363,1067,1599,962
1.761,936,246,1831,943,1176,271,198,1156,1308,1094,1525,903
1.872,984,226,1952,914,1230,276,201,1233,1405,1076,1645,965
1.726,902,276,1790,1081,1144,256,191,1148,1271,1172,1508,870
1.764,919,244,1803,978,1152,270,194,1125,1328,1076,1537,915
1.67,883,156,1723,677,1059,243,178,1048,1208,878,1433,889
1.765,905,267,1861,1062,1160,273,202,1134,1297,1110,1540,916
1.72,868,277,1760,990,1127,259,190,1080,1262,1146,1488,894
1.718,871,279,1763,1040,1172,271,184,1108,1258,1138,1487,917
1.784,902,235,1767,921,1141,272,183,1131,1307,1066,1533,957
1.651,825,266,1664,1024,1175,262,183,1044,1201,1112,1422,874
1.808,935,279,1824,1073,1219,277,194,1160,1330,1112,1565,936
1.74,918,232,1746,908,1147,262,197,1113,1282,1014,1501,903
1.71,883,289,1716,1072,1210,265,193,1069,1291,1143,1467,917
1.804,930,240,1913,1016,1302,271,196,1163,1319,1188,1566,955
1.719,853,261,1758,1002,1199,263,182,1050,1262,1109,1471,944
1.794,955,196,1824,772,1086,270,193,1142,1330,902,1535,917
1.736,859,193,1711,787,1087,262,184,1076,1269,886,1480,940
1.616,836,234,1646,918,1200,250,183,1022,1171,1047,1382,862
1.744,952,187,1927,725,1120,276,197,1121,1304,917,1515,889
1.816,924,232,1887,952,1160,280,193,1202,1347,1047,1587,908
1.749,882,257,1730,985,1207,259,182,1125,1268,1076,1500,959
1.749,877,226,1771,951,1220,274,190,1124,1263,1143,1502,933
1.668,872,233,1721,893,1215,263,185,1046,1202,1082,1432,892
1.575,793,204,1593,860,1103,240,175,985,1132,991,1330,853
1.708,852,231,1785,883,1155,250,197,1116,1275,1034,1464,885
1.645,836,228,1754,896,1215,254,183,1074,1199,1048,1430,849
1.825,961,221,1873,918,1215,269,190,1188,1347,1083,1580,923
1.8,900,219,1825,891,1108,284,198,1152,1336,1004,1555,942
1.81,957,209,1929,843,1180,291,203,1196,1364,1044,1575,948
1.718,848,227,1676,896,1130,269,179,1102,1276,1041,1474,939
1.808,935,263,1879,1022,1257,289,209,1195,1341,1138,1569,925
1.814,892,212,1838,870,1187,281,193,1134,1318,991,1549,982
1.649,801,242,1657,975,1152,260,186,1049,1197,1073,1417,905
1.857,919,281,1824,1097,1237,281,200,1202,1367,1176,1604,974
1.765,912,322,1847,1187,1258,277,193,1146,1307,1238,1534,909
1.748,826,271,1775,1055,1260,268,184,1136,1309,1165,1484,973
1.73,873,262,1758,1028,1125,265,190,1122,1254,1057,1500,902
1.87,956,334,1844,1217,1250,285,196,1194,1360,1238,1642,968
1.87,992,277,1885,1036,1175,280,189,1213,1411,1059,1627,993
1.78,925,207,1844,874,1156,280,193,1133,1319,978,1542,927
1.761,899,212,1759,850,1117,254,184,1139,1296,982,1517,901
1.793,910,268,1783,1011,1206,270,190,1137,1310,1125,1552,953
1.781,935,237,1801,953,1195,265,193,1146,1328,1053,1545,929
1.705,846,255,1784,975,1194,255,192,1076,1256,1134,1467,894
1.761,874,307,1765,1164,1277,273,195,1134,1302,1223,1526,937
1.836,978,225,1894,947,1213,272,204,1202,1382,1056,1606,945
1.639,806,282,1669,1093,1202,259,184,1010,1187,1213,1417,882
1.809,959,249,1821,956,1180,266,187,1184,1328,1109,1572,910
1.738,840,277,1712,1041,1210,261,190,1139,1289,1137,1514,921
1.751,891,287,1769,1086,1228,273,193,1097,1308,1104,1515,930
1.741,934,295,1733,1058,1235,262,190,1121,1264,1127,1528,907
1.707,860,264,1704,1049,1205,269,184,1091,1237,1119,1496,916
1.736,886,299,1698,1053,1248,259,184,1108,1293,1127,1493,963
1.649,844,257,1683,1024,1149,262,195,1099,1229,1185,1436,875
1.767,878,269,1750,1038,1196,272,194,1098,1301,1126,1516,922
1.831,875,277,1890,1088,1267,294,210,1166,1331,1166,1566,983
1.621,828,262,1678,977,1114,242,179,1057,1211,1058,1404,818
1.747,887,201,1784,790,1173,280,187,1088,1277,1018,1505,928
1.728,841,188,1719,796,1171,270,191,1091,1258,1002,1476,934
1.801,912,214,1841,868,1180,277,190,1169,1323,1029,1559,963
1.814,899,224,1847,873,1220,282,197,1147,1328,1054,1562,955
1.87,974,184,1941,820,1118,282,204,1180,1411,957,1614,958
1.861,948,228,1878,946,1167,292,204,1214,1356,1021,1612,983
1.806,916,218,1901,895,1171,289,207,1160,1328,1012,1570,941
1.794,909,238,1784,980,1185,281,189,1162,1324,1128,1560,944
1.805,923,272,1836,1073,1283,272,193,1132,1314,1174,1562,959
1.843,959,204,1862,854,1157,279,201,1157,1340,1012,1584,942
1.993,1019,226,1989,899,1177,290,205,1273,1502,1034,1738,1016
1.847,920,243,1993,994,1237,280,196,1168,1364,1112,1603,970
1.694,820,212,1693,860,1140,246,182,1089,1225,996,1454,920
1.673,856,177,1697,722,1080,255,183,1045,1219,899,1450,900
1.874,975,191,1875,845,1123,283,202,1221,1396,1017,1625,967
1.736,859,229,1815,906,1114,265,188,1113,1282,1076,1501,909
1.789,904,227,1889,942,1265,275,197,1171,1308,1133,1554,936
1.672,838,275,1690,1070,1236,269,184,1048,1245,1177,1435,908
1.721,855,232,1688,932,1106,264,188,1067,1263,1017,1467,944
1.864,965,231,1987,906,1234,287,204,1213,1392,1074,1625,929
1.84,931,242,1876,980,1218,273,198,1196,1387,1151,1599,952
1.774,921,171,1843,725,1053,272,201,1112,1311,857,1524,938
1.664,823,227,1758,921,1141,254,190,1100,1224,1060,1455,882
1.781,941,202,1900,774,1115,285,206,1133,1315,904,1532,920
1.778,856,244,1799,926,1162,277,190,1111,1301,1034,1544,942
1.76,944,206,1950,825,1199,291,212,1160,1320,1007,1518,869
1.73,955,196,1821,833,1165,280,196,1170,1288,962,1512,873
1.89,979,231,1969,891,1339,297,218,1240,1377,1114,1632,945
1.926,1032,237,1982,918,1292,293,194,1254,1407,1048,1680,981
1.795,879,241,1765,902,1176,266,193,1127,1329,1068,1554,960
1.73,877,204,1758,876,1135,255,184,1065,1275,1027,1469,917
1.785,889,268,1864,1011,1280,277,208,1140,1303,1151,1532,928
1.805,923,203,1855,835,1201,277,196,1153,1323,1039,1555,938
1.638,833,224,1662,931,1155,249,175,1078,1182,1047,1408,859
1.789,953,172,1749,731,1044,267,186,1135,1360,906,1541,927
1.685,845,207,1721,798,1101,263,187,1068,1216,961,1461,885
1.693,830,207,1709,860,1117,257,186,1070,1275,1040,1451,900
1.7,825,182,1694,742,1120,247,185,1051,1253,968,1449,952
1.738,913,241,1713,925,1133,255,177,1115,1298,1041,1515,901
1.862,947,251,1932,1000,1220,302,213,1217,1397,1173,1618,956
1.696,837,208,1716,860,1171,259,178,1083,1221,1051,1453,927
1.798,926,220,1864,893,1199,273,200,1121,1331,1061,1558,975
1.768,867,246,1793,995,1240,276,187,1161,1286,1128,1539,930
1.629,802,230,1663,920,1081,250,185,1022,1159,979,1395,868
1.866,986,287,1941,1110,1296,291,208,1190,1397,1277,1635,975
1.894,973,282,1944,1032,1230,288,194,1216,1401,1159,1633,989
1.648,840,221,1738,868,1076,262,193,1056,1229,1041,1432,841
1.788,923,258,1858,1064,1326,273,190,1163,1335,1187,1565,908
1.808,928,261,1886,1002,1160,265,205,1186,1308,1115,1563,905
1.847,950,295,1885,1137,1222,274,208,1152,1354,1158,1610,974
1.676,829,208,1732,799,1113,258,187,1077,1221,933,1440,880
1.774,897,217,1835,912,1190,270,198,1137,1310,1076,1540,933
1.66,805,226,1710,894,1168,255,182,1037,1195,1053,1435,906
1.76,888,197,1797,813,1155,279,195,1097,1314,1004,1534,912
1.757,898,227,1834,897,1157,268,186,1139,1287,991,1522,920
1.698,868,171,1734,703,1031,264,187,1094,1253,862,1445,875
1.761,878,198,1800,788,1089,260,175,1148,1285,906,1525,943
1.678,802,258,1726,991,1177,254,183,1067,1236,1068,1448,893
1.796,907,205,1832,860,1245,278,198,1170,1348,1093,1547,957
1.641,811,241,1630,945,1085,246,177,1036,1224,987,1420,877
1.857,952,167,1863,776,1051,288,203,1169,1375,940,1604,969
1.708,872,172,1738,703,1032,259,185,1094,1274,837,1469,903
1.816,859,264,1821,1046,1230,280,195,1153,1337,1137,1567,948
1.68,850,249,1648,940,1081,248,171,1037,1258,973,1447,885
1.758,924,261,1933,994,1226,300,217,1197,1301,1132,1525,848
1.898,943,236,1902,1000,1164,273,198,1246,1391,1091,1641,993
1.733,908,203,1756,785,1070,263,190,1073,1292,928,1480,901
1.68,834,239,1718,905,1109,260,182,1048,1228,1006,1433,924
1.906,957,288,1930,1178,1315,300,214,1242,1421,1244,1658,988
1.834,968,190,1823,823,1102,289,198,1189,1364,960,1587,937
1.667,819,271,1693,1018,1130,267,191,1075,1233,1099,1425,873
1.826,996,279,1934,1011,1206,276,197,1215,1384,1089,1606,880
1.803,939,247,1839,932,1143,280,194,1161,1296,1008,1555,966
1.74,911,257,1802,1006,1126,276,195,1120,1286,1087,1523,896
1.777,882,223,1870,865,1128,264,197,1156,1306,931,1527,907
1.678,845,245,1751,1001,1190,254,187,1092,1232,1106,1446,874
1.726,875,252,1795,974,1250,269,184,1122,1276,1142,1487,880
1.689,894,246,1782,953,1180,260,190,1100,1263,1008,1483,872
1.852,955,200,1878,842,1165,281,208,1174,1355,995,1597,973
1.864,986,211,1990,888,1241,272,203,1202,1373,1072,1616,943
1.79,925,198,1848,803,1171,267,198,1152,1341,1044,1559,937
1.845,964,236,1941,984,1255,291,204,1222,1371,1146,1607,939
1.817,940,204,1848,851,1195,272,196,1150,1351,1011,1565,936
1.951,1031,272,1954,1081,1245,274,202,1210,1432,1179,1685,1039
1.751,882,252,1853,1027,1305,283,197,1127,1306,1172,1508,937
1.717,863,194,1775,825,1176,269,187,1127,1277,1085,1466,896
1.711,855,192,1771,782,1131,262,194,1066,1255,1066,1465,913
1.678,866,272,1686,1013,1209,253,185,1106,1262,1179,1475,863
1.738,894,258,1743,960,1120,265,193,1112,1293,1032,1499,897
1.783,889,246,1796,951,1135,263,193,1104,1317,1038,1545,925
1.695,906,251,1812,960,1206,268,192,1110,1270,1117,1476,859
1.726,865,220,1798,842,1144,268,195,1078,1259,1006,1467,914
1.651,781,247,1685,995,1210,247,180,1045,1197,1107,1418,894
1.69,824,229,1693,883,1155,256,180,1089,1254,1044,1458,910
1.79,884,268,1811,1037,1138,268,193,1156,1300,1083,1539,951
1.744,909,286,1829,1048,1196,282,200,1136,1317,1141,1531,860
1.765,917,268,1785,1019,1145,268,197,1141,1329,1063,1541,911
1.849,909,255,1881,1060,1245,277,197,1193,1378,1139,1603,957
1.79,940,289,1876,1072,1238,275,211,1145,1335,1196,1549,924
1.672,823,241,1701,951,1112,261,187,1052,1226,1057,1446,904
1.74,933,224,1867,875,1153,270,200,1112,1312,1062,1500,890
1.751,865,202,1837,850,1090,258,179,1117,1286,968,1506,891
1.67,849,151,1630,670,1029,249,177,1054,1214,840,1430,905
1.768,849,231,1786,963,1194,262,194,1137,1291,1046,1519,985
1.664,881,209,1734,876,1065,253,180,1072,1273,959,1444,855
1.855,963,243,1957,965,1229,282,205,1213,1377,1115,1610,944
1.675,809,217,1752,874,1074,266,185,1013,1211,947,1435,917
1.693,855,231,1648,908,1102,248,177,1078,1257,999,1454,887
1.807,894,193,1855,778,1215,275,200,1129,1352,1041,1552,958
1.79,959,185,1818,793,1135,275,196,1170,1340,984,1546,912
1.711,876,177,1708,730,1067,259,185,1071,1269,919,1468,917
1.678,848,186,1711,752,1135,252,175,1070,1218,987,1444,896
1.741,849,233,1716,952,1165,259,181,1066,1304,1040,1505,925
1.766,938,213,1860,801,1159,285,197,1152,1303,992,1529,890
1.804,906,238,1802,930,1140,266,190,1175,1331,1017,1557,943
1.773,886,249,1806,1017,1195,269,200,1123,1307,1097,1532,953
1.643,803,218,1651,893,1166,254,173,1037,1202,1029,1412,895
1.718,889,206,1829,806,1146,268,199,1088,1269,972,1487,898
1.68,853,197,1733,801,1133,275,190,1063,1222,949,1440,896
1.726,842,214,1808,891,1170,265,187,1103,1279,1026,1488,894
1.671,821,288,1716,1105,1230,266,186,1052,1206,1212,1439,895
1.831,926,236,1924,972,1228,294,203,1147,1337,1081,1582,952
1.73,861,184,1746,727,1116,264,191,1092,1301,959,1490,901
1.809,942,226,1854,957,1150,269,195,1155,1357,1039,1572,937
1.726,849,231,1739,948,1157,263,190,1107,1266,1039,1503,904
1.69,825,308,1736,1065,1186,260,195,1078,1231,1062,1432,933
1.808,915,210,1843,847,1189,283,194,1158,1322,1039,1565,954
1.828,902,242,1842,941,1219,292,193,1185,1357,1057,1583,944
1.765,888,307,1749,1174,1201,275,188,1110,1309,1182,1517,932
1.818,953,262,1957,1019,1285,303,205,1200,1347,1157,1592,914
1.787,896,296,1790,1123,1207,273,183,1134,1333,1153,1554,953
1.805,912,168,1831,706,1092,271,190,1145,1354,1014,1545,958
1.727,873,216,1713,910,1147,254,183,1107,1284,1017,1488,910
1.748,856,279,1792,992,1197,271,197,1119,1306,1122,1497,917
1.873,928,259,1949,999,1217,294,209,1205,1387,1086,1634,975
1.695,873,188,1809,740,1160,265,199,1122,1236,958,1464,881
1.761,870,201,1829,835,1174,270,195,1099,1302,1007,1523,947
1.797,916,280,1853,1085,1225,275,187,1157,1319,1171,1558,939
1.73,855,221,1706,912,1194,251,179,1099,1253,1047,1495,945
1.69,849,194,1759,856,1182,274,186,1095,1247,1082,1460,890
1.783,931,269,1786,1018,1240,276,194,1122,1307,1177,1547,965
1.829,954,197,1865,839,1077,281,192,1164,1362,934,1581,927
1.822,906,224,1917,932,1230,292,208,1174,1342,1132,1588,943
1.744,866,231,1762,897,1216,268,195,1108,1289,1082,1510,939
1.803,868,228,1807,945,1187,280,208,1123,1293,1068,1556,978
1.765,881,267,1790,1029,1157,270,186,1164,1324,1103,1539,924
1.688,829,209,1794,887,1196,277,190,1072,1227,1080,1451,914
1.662,842,216,1759,897,1204,267,192,1073,1214,1023,1448,863
1.663,825,209,1672,768,1090,232,177,1053,1221,913,1413,909
1.663,824,209,1698,866,1183,259,177,1037,1209,1042,1427,893
1.721,876,230,1832,907,1136,286,201,1091,1269,969,1494,900
1.77,908,234,1824,918,1136,262,195,1131,1305,1003,1531,941
1.725,872,184,1799,716,1075,275,202,1091,1283,938,1474,901
1.788,962,241,1897,934,1255,284,201,1178,1335,1087,1565,908
1.893,1008,222,1906,845,1155,285,196,1251,1420,968,1648,964
1.794,920,216,1845,827,1126,260,188,1141,1343,951,1554,949
1.763,924,312,1876,1101,1291,289,207,1143,1329,1112,1538,891
1.831,964,260,1874,1047,1211,284,206,1204,1367,1133,1586,919
1.64,810,288,1625,1070,1234,247,181,1048,1243,1162,1416,883
1.687,850,292,1759,1135,1185,256,188,1117,1231,1177,1448,888
1.827,1020,183,1889,759,1096,278,192,1206,1388,963,1575,905
1.798,882,223,1793,888,1175,265,183,1146,1346,1001,1565,956
1.708,839,237,1760,981,1231,275,187,1108,1266,1065,1481,900
1.753,851,241,1771,956,1204,262,189,1099,1294,1037,1494,944
1.793,937,217,1852,928,1135,276,196,1172,1325,994,1551,895
1.858,965,214,1862,850,1200,291,204,1214,1402,1030,1615,963
1.677,882,176,1766,743,1044,269,194,1074,1228,867,1447,870
1.744,874,238,1738,970,1148,283,200,1112,1283,1063,1517,930
1.805,923,246,1905,970,1213,276,211,1121,1329,1066,1558,948
1.623,758,234,1624,932,1111,255,184,1038,1198,988,1403,872
1.754,936,232,1863,857,1211,273,183,1132,1326,1022,1522,872
1.743,882,191,1772,807,1148,272,192,1143,1305,1003,1496,898
1.718,893,276,1744,1001,1172,278,193,1105,1253,1110,1478,910
1.697,843,289,1658,1052,1153,255,177,1094,1268,1068,1485,886
1.881,1009,261,2004,961,1220,299,216,1242,1397,1058,1634,938
1.755,889,183,1711,721,1071,259,183,1110,1295,908,1495,944
1.738,869,309,1855,1175,1317,284,215,1103,1293,1247,1517,913
1.786,904,252,1817,983,1228,277,196,1146,1325,1096,1537,915
1.714,866,212,1662,816,1115,260,180,1098,1282,981,1470,915
1.703,870,216,1713,858,1123,268,188,1111,1249,983,1462,890
1.65,817,206,1704,801,1095,257,192,1003,1195,942,1429,883
1.839,995,272,1889,1026,1259,282,204,1203,1396,1108,1603,933
1.652,825,289,1684,1095,1261,276,186,1074,1234,1184,1421,888
1.726,890,195,1764,767,1154,259,188,1106,1285,984,1463,891
1.738,873,290,1720,1082,1248,254,191,1114,1311,1133,1502,915
1.74,875,245,1840,967,1256,283,203,1144,1282,1139,1503,901
1.647,795,290,1643,1073,1302,253,181,1002,1212,1170,1425,907
1.702,868,235,1831,933,1152,267,194,1098,1261,1053,1483,876
1.637,846,313,1682,1139,1274,239,178,1039,1222,1196,1423,857
1.657,820,229,1709,867,1149,248,174,1069,1219,1037,1445,868
1.775,917,217,1803,904,1180,268,193,1112,1299,1046,1529,938
1.777,890,256,1806,1006,1191,263,192,1145,1316,1122,1535,943
1.774,853,326,1791,1156,1185,277,197,1125,1276,1133,1532,966
1.706,875,246,1739,964,1174,255,180,1077,1262,1081,1481,874
1.788,906,231,1851,933,1129,266,191,1156,1307,1008,1553,906
1.886,917,271,1938,1047,1301,305,212,1191,1351,1159,1630,1012
1.683,865,243,1758,910,1158,263,193,1069,1230,993,1449,888
1.9,961,362,1946,1254,1314,295,209,1202,1395,1267,1653,976
1.786,891,262,1819,996,1124,287,203,1161,1294,1104,1532,915
1.712,843,237,1773,960,1171,262,188,1102,1251,1048,1468,878
1.76,918,228,1909,892,1234,280,200,1162,1329,1102,1534,870
1.711,876,262,1762,1002,1108,257,191,1069,1256,1083,1473,911
1.72,915,271,1774,1021,1089,264,194,1152,1258,1113,1492,876
1.798,906,247,1751,972,1178,280,198,1141,1295,1039,1550,938
1.73,921,307,1850,1171,1257,267,192,1164,1308,1234,1536,837
1.74,878,267,1754,1020,1143,264,176,1070,1266,1081,1497,911
1.755,931,206,1816,811,1097,275,199,1145,1306,954,1497,903
1.837,912,303,1894,1115,1211,287,203,1173,1326,1120,1588,943
1.726,855,262,1757,1020,1176,246,181,1111,1280,1063,1489,895
1.79,917,264,1851,1036,1222,275,198,1149,1317,1141,1544,915
1.731,862,204,1749,826,1108,271,191,1081,1264,957,1493,928
1.663,842,205,1750,795,1116,262,196,1048,1214,948,1418,878
1.818,936,265,1861,1036,1240,290,204,1167,1329,1151,1571,936
1.777,882,275,1792,1009,1211,282,200,1155,1319,1077,1536,912
1.786,938,277,1812,1076,1325,275,193,1155,1322,1187,1533,913
1.799,938,242,1894,934,1247,285,202,1187,1325,1123,1567,905
1.855,968,214,1852,903,1130,289,202,1221,1349,1072,1609,949
1.726,834,241,1715,923,1174,257,183,1089,1309,1005,1495,909
1.708,862,212,1756,904,1157,271,198,1097,1274,1025,1478,894
1.748,863,204,1800,846,1115,269,193,1104,1283,955,1499,930
1.757,893,213,1784,872,1105,266,188,1110,1299,960,1518,927
1.8,885,197,1860,805,1213,291,212,1171,1333,1055,1558,953
1.749,905,240,1795,956,1268,277,188,1106,1289,1126,1518,914
1.706,861,210,1689,838,1112,246,171,1062,1251,934,1458,913
1.98,1006,227,2003,939,1226,302,235,1254,1472,1041,1707,1010
1.747,904,249,1788,960,1137,263,198,1132,1275,1047,1520,881
1.816,872,261,1824,1018,1218,300,203,1140,1287,1134,1553,987
1.719,852,193,1719,761,1050,272,187,1108,1280,905,1472,883
1.79,885,216,1819,871,1120,285,201,1145,1305,926,1549,929
1.688,864,208,1704,838,1076,259,184,1083,1261,936,1450,858
1.762,899,313,1853,1137,1319,282,198,1141,1293,1228,1527,898
1.694,855,261,1679,978,1258,270,184,1066,1242,1070,1469,893
1.764,934,219,1890,843,1202,283,199,1129,1308,1036,1516,896
1.727,869,197,1827,777,1152,268,195,1143,1277,957,1500,857
1.84,960,219,1815,810,1111,278,201,1199,1379,987,1608,926
1.735,887,230,1817,944,1194,268,195,1109,1274,1054,1495,909
1.758,876,261,1751,1004,1218,267,193,1107,1292,1091,1506,939
1.802,917,241,1829,947,1188,288,204,1132,1341,1090,1563,945
1.802,908,223,1854,858,1211,270,199,1126,1317,1056,1552,965
1.8,894,249,1891,990,1195,286,195,1122,1332,1140,1549,954
1.769,884,209,1842,887,1122,262,190,1142,1282,984,1539,922
1.897,1001,213,2037,833,1172,284,211,1232,1428,976,1666,954
1.69,856,261,1787,996,1253,271,198,1049,1235,1147,1445,904
1.786,918,301,1878,1168,1347,287,200,1189,1345,1282,1556,903
1.907,1001,228,1933,912,1174,277,200,1252,1429,1057,1671,993
1.779,886,280,1749,1113,1231,277,189,1128,1281,1183,1543,958
1.861,921,211,1908,897,1252,304,211,1153,1391,1098,1610,977
1.685,886,191,1779,753,1100,255,178,1085,1239,942,1449,857
1.797,905,274,1811,981,1220,289,208,1133,1342,1083,1564,934
1.687,887,208,1874,805,1161,280,194,1098,1261,979,1462,838
1.805,907,254,1819,1003,1183,280,194,1144,1325,1104,1560,939
1.755,857,316,1827,1162,1220,266,194,1108,1297,1202,1515,940
1.702,874,173,1790,757,1050,249,188,1094,1223,862,1472,875
1.746,877,243,1831,943,1218,272,199,1115,1254,1042,1520,937
1.67,795,216,1668,824,1071,258,178,992,1193,947,1420,925
1.624,831,277,1683,1017,1144,255,182,999,1208,1077,1404,843
1.751,902,323,1828,1117,1237,281,200,1158,1331,1152,1530,895
1.77,959,237,1856,880,1145,284,209,1163,1286,1002,1541,864
1.722,905,265,1772,1005,1162,276,191,1122,1268,1059,1495,883
1.681,899,321,1798,1182,1281,263,192,1147,1272,1196,1481,838
1.779,931,263,1937,1020,1256,295,214,1155,1322,1128,1557,887
1.93,1014,191,1977,760,1082,277,205,1214,1442,910,1674,969
1.796,883,245,1724,960,1146,271,189,1106,1311,1022,1547,984
1.658,821,318,1755,1200,1214,264,192,1038,1199,1181,1421,862
1.582,760,212,1626,870,1119,246,186,977,1127,971,1357,871
1.807,940,281,1823,1122,1240,270,192,1197,1310,1227,1568,913
1.929,1029,226,2026,861,1236,301,224,1247,1417,1009,1656,957
1.743,938,257,1849,974,1246,287,215,1140,1264,1110,1523,863
1.714,934,324,1870,1195,1170,275,203,1145,1288,1112,1496,847
1.697,833,216,1721,835,1050,271,198,1017,1247,987,1451,920
1.727,873,259,1764,972,1140,252,190,1094,1272,1022,1492,885
1.709,860,294,1771,1113,1243,269,198,1093,1241,1216,1485,909
1.751,910,208,1791,785,1089,273,202,1116,1297,927,1490,888
1.719,914,202,1854,802,1123,278,208,1104,1287,962,1492,874
1.817,886,262,1802,1020,1215,274,189,1137,1310,1066,1570,975
1.927,992,226,2044,904,1213,300,223,1216,1451,1035,1687,974
1.851,956,284,1967,1095,1280,291,215,1167,1396,1123,1608,937
1.808,914,197,1831,793,1157,282,195,1147,1335,969,1557,936
1.663,810,293,1691,1102,1205,262,188,1038,1222,1203,1447,896
1.834,953,231,1881,955,1124,270,198,1202,1356,978,1608,904
1.815,913,288,1903,1113,1321,297,206,1135,1351,1248,1579,963
1.7,859,198,1782,802,1091,253,192,1063,1237,891,1459,877
1.808,908,259,1793,1027,1214,277,197,1135,1326,1116,1569,940
1.722,902,211,1772,839,1185,268,187,1083,1279,1039,1493,915
1.679,859,215,1743,825,1092,264,203,1078,1236,926,1448,865
1.775,949,230,1821,896,1220,276,198,1121,1304,1004,1531,894
1.826,912,276,1855,1082,1210,269,200,1169,1316,1122,1579,955
1.767,927,228,1894,967,1251,290,208,1125,1314,1106,1537,906
1.685,827,233,1731,910,1165,270,185,1040,1245,1032,1439,916
1.735,894,252,1728,1020,1146,268,190,1076,1263,1146,1505,923
1.668,857,246,1768,922,1235,266,202,1069,1248,1054,1442,860
1.678,864,186,1822,728,1113,262,191,1048,1245,942,1445,872
1.808,933,245,1917,975,1261,279,202,1134,1339,1090,1574,919
1.846,1006,216,1894,874,1098,271,199,1191,1354,944,1613,908
1.771,898,204,1723,868,1157,265,183,1137,1268,1006,1514,947
1.774,960,271,1820,977,1161,285,200,1166,1330,1066,1548,880
1.748,842,266,1695,1019,1206,259,187,1105,1274,1147,1499,949
1.789,976,237,1879,910,1221,294,210,1153,1332,1083,1543,916
1.825,948,269,1860,1058,1216,280,188,1127,1325,1130,1572,956
1.698,869,237,1770,933,1216,269,192,1062,1247,1062,1455,904
1.85,956,290,1879,1100,1263,273,198,1177,1388,1174,1621,968
1.766,884,225,1736,860,1111,258,181,1125,1310,973,1532,907
1.638,813,187,1682,748,1095,252,186,1015,1186,919,1409,906
1.818,891,253,1854,1007,1247,294,204,1156,1344,1172,1555,957
1.664,836,232,1690,883,1115,260,184,1044,1207,927,1426,850
1.902,998,248,1880,992,1228,265,191,1206,1397,1076,1640,991
1.722,898,222,1845,853,1202,273,202,1102,1291,1037,1490,863
1.833,939,218,1857,888,1175,299,193,1146,1362,981,1586,947
1.847,921,298,1847,1146,1302,287,212,1167,1326,1182,1597,989
1.69,824,294,1701,1127,1183,268,176,1072,1263,1117,1468,892
1.934,1069,238,2069,982,1326,316,219,1281,1448,1178,1694,954
1.807,960,313,1887,1153,1253,288,215,1177,1375,1154,1574,918
1.651,794,210,1665,832,1108,242,176,994,1207,993,1399,928
